Age,Gender,Weight_kg,Height_cm,BMI,Sleep_hrs,Activity_Level,Water_Intake_L,Protein_g,Carbs_g,Fat_g,Fitness_Goal,Calories_kcal,Estimated_Maintenance_Calories,Caloric_Surplus_or_Deficit
35,Male,76.6,170.0,26.5,7.4,Moderate,2.51,123,423,81,Muscle Gain,2911,2570.675,340.3249999999998
30,Female,66.2,164.4,24.49,7.6,Moderate,2.71,79,250,49,Weight Loss,1758,2136.675,-378.6750000000002
27,Male,87.7,171.2,29.94,8.4,Moderate,2.53,140,477,91,Muscle Gain,3290,2816.35,473.6500000000001
44,Male,70.1,174.9,22.94,6.4,Moderate,3.16,84,271,53,Weight Loss,1892,2447.64375,-555.6437500000002
47,Female,70.1,150.8,30.81,6.3,Moderate,2.2,84,270,52,Weight Loss,1889,1933.625,-44.625
40,Female,62.3,152.8,26.65,7.1,Sedentary,2.79,75,140,32,Weight Loss,1144,1460.4,-316.39999999999986
38,Male,76.0,186.3,21.9,8.4,Sedentary,2.3,91,285,56,Maintenance,2008,2087.25,-79.25
32,Female,63.7,153.5,27.04,5.6,Sedentary,2.03,76,145,33,Weight Loss,1182,1530.45,-348.45000000000005
18,Male,71.3,183.9,21.1,5.2,Active,2.66,86,473,83,Maintenance,2981,3065.971875,-84.97187500000018
22,Male,52.9,181.7,16.04,6.4,Moderate,2.21,64,275,50,Maintenance,1805,2417.4187500000003,-612.4187500000003
37,Male,63.5,179.8,19.66,7.9,Moderate,2.79,102,361,68,Muscle Gain,2466,2447.0625,18.9375
64,Female,73.4,158.4,29.24,7.5,Moderate,2.22,88,381,70,Maintenance,2502,1926.65,575.3499999999999
28,Male,98.0,172.7,32.85,7.7,Moderate,2.98,157,526,101,Muscle Gain,3642,2982.78125,659.21875
34,Female,70.0,168.5,24.64,7.8,Moderate,2.19,112,392,75,Muscle Gain,2686,2204.2937500000003,481.7062499999997
23,Male,82.8,178.1,26.11,7.5,Moderate,2.23,99,430,78,Maintenance,2823,2838.24375,-15.243750000000093
36,Female,64.4,159.6,25.28,8.9,Moderate,2.5,77,334,61,Maintenance,2196,2015.775,180.2249999999999
57,Male,68.4,175.0,22.32,6.0,Moderate,2.36,109,384,73,Muscle Gain,2632,2321.5125000000003,310.4874999999997
37,Male,89.9,182.4,27.04,7.0,Moderate,2.55,144,487,94,Muscle Gain,3367,2881.4500000000003,485.5499999999997
25,Female,56.9,162.4,21.56,6.4,Sedentary,3.27,68,213,42,Maintenance,1502,1557.6,-55.59999999999991
50,Female,48.3,158.8,19.17,8.4,Moderate,3.07,58,251,46,Maintenance,1648,1649.975,-1.9750000000001364
40,Female,58.0,171.1,19.82,7.0,Sedentary,2.12,70,124,29,Weight Loss,1032,1546.05,-514.05
23,Female,62.3,164.3,23.07,7.2,Moderate,2.15,75,230,45,Weight Loss,1625,2129.50625,-504.5062499999999
52,Male,65.0,168.5,22.87,6.9,Moderate,2.59,104,368,70,Muscle Gain,2515,2244.59375,270.40625
61,Female,61.3,156.7,24.96,8.9,Moderate,2.22,74,318,58,Maintenance,2089,1745.88125,343.11874999999986
53,Male,65.2,190.1,18.05,6.5,Sedentary,2.43,104,275,56,Muscle Gain,2022,1896.15,125.85000000000014
62,Male,80.1,164.3,29.69,6.1,Moderate,2.43,128,440,84,Muscle Gain,3033,2360.45625,672.5437499999998
42,Male,70.6,163.8,26.33,5.7,Moderate,2.84,113,395,75,Muscle Gain,2708,2363.3625,344.6374999999998
57,Male,80.1,182.4,24.08,6.0,Sedentary,1.56,128,325,67,Muscle Gain,2415,1993.2,421.8000000000002
28,Male,87.7,163.0,33.04,6.5,Moderate,3.16,140,477,91,Muscle Gain,3292,2729.1625,562.8375000000001
44,Male,75.4,169.7,26.19,7.8,Moderate,2.37,121,418,80,Muscle Gain,2870,2479.4187500000003,390.5812499999997
38,Female,60.1,168.0,21.3,6.6,Moderate,3.2,96,344,65,Muscle Gain,2350,2015.0,335.0
28,Female,65.4,154.3,27.49,8.0,Moderate,2.0,79,340,62,Maintenance,2231,2041.93125,189.0687499999999
18,Female,62.7,170.9,21.45,6.9,Active,2.89,100,447,81,Muscle Gain,2920,2491.115625,428.8843750000001
42,Male,61.8,165.5,22.54,5.9,Active,1.82,99,442,80,Muscle Gain,2882,2496.721875,385.2781249999998
56,Female,53.3,157.6,21.45,7.3,Active,2.61,64,260,48,Weight Loss,1726,1857.825,-131.82500000000005
20,Female,61.7,160.7,23.89,4.2,Sedentary,2.29,74,231,45,Maintenance,1629,1632.45,-3.450000000000045
38,Female,69.3,167.9,24.61,6.7,Moderate,2.71,83,266,52,Weight Loss,1865,2156.63125,-291.6312499999999
53,Male,71.6,173.2,23.87,7.4,Moderate,3.28,86,278,54,Weight Loss,1942,2384.675,-442.6750000000002
50,Male,51.7,184.4,15.2,7.3,Moderate,2.96,83,304,57,Muscle Gain,2063,2207.975,-144.9749999999999
46,Male,74.6,177.5,23.67,8.0,Moderate,2.66,89,293,57,Weight Loss,2042,2527.08125,-485.0812500000002
46,Male,85.0,185.2,24.76,7.4,Sedentary,2.67,102,225,48,Weight Loss,1743,2139.0,-396.0
58,Female,87.0,168.3,30.72,6.1,Active,2.16,104,577,101,Maintenance,3636,2537.259375,1098.740625
23,Female,44.0,167.1,15.77,6.7,Active,3.17,53,198,37,Weight Loss,1340,2084.446875,-744.4468750000001
20,Male,63.1,170.6,21.69,8.3,Moderate,2.98,76,234,46,Weight Loss,1652,2483.4875,-831.4875000000002
26,Female,74.1,163.6,27.68,7.1,Sedentary,3.21,119,304,63,Muscle Gain,2256,1767.0,489.0
54,Male,65.8,179.7,20.39,7.6,Moderate,1.77,79,342,62,Maintenance,2244,2349.99375,-105.99375000000008
43,Female,69.5,163.1,26.12,6.4,Moderate,2.0,83,267,52,Weight Loss,1871,2074.4812500000003,-203.48125000000027
19,Male,73.4,181.0,22.43,7.5,Moderate,3.02,88,288,56,Weight Loss,2004,2751.6375000000003,-747.6375000000003
55,Female,66.3,175.1,21.6,7.9,Moderate,1.86,80,250,49,Weight Loss,1759,2048.13125,-289.1312499999999
27,Female,66.3,168.3,23.42,6.0,Moderate,1.52,106,374,71,Muscle Gain,2561,2199.25625,361.7437500000001
39,Male,59.4,177.4,18.85,7.7,Sedentary,2.35,71,223,44,Maintenance,1567,1815.3,-248.29999999999995
55,Male,71.2,176.6,22.81,9.4,Active,1.91,114,500,91,Muscle Gain,3275,2666.4187500000003,608.5812499999997
28,Male,69.0,183.5,20.5,7.6,Moderate,3.16,83,358,65,Maintenance,2354,2637.90625,-283.90625
32,Female,62.0,160.8,24.0,8.3,Active,2.9,74,412,72,Maintenance,2593,2249.4,343.5999999999999
60,Female,77.0,171.9,26.05,4.5,Active,1.82,92,511,89,Maintenance,3218,2386.321875,831.6781249999999
59,Female,74.8,166.2,27.09,9.0,Sedentary,2.5,90,280,55,Maintenance,1974,1596.9,377.10000000000014
27,Male,78.5,186.3,22.64,7.6,Active,2.47,94,521,91,Maintenance,3283,3138.421875,144.578125
50,Female,68.8,171.3,23.45,5.9,Active,2.34,110,486,88,Muscle Gain,3177,2324.6531250000003,852.3468749999997
55,Male,77.2,170.5,26.56,7.2,Moderate,2.45,93,307,59,Weight Loss,2132,2429.81875,-297.8187499999999
33,Female,75.1,167.0,26.94,6.4,Moderate,2.18,120,416,80,Muscle Gain,2863,2276.5625,586.4375
48,Male,79.5,174.8,26.04,7.3,Active,2.65,95,434,78,Weight Loss,2825,2850.5625,-25.5625
28,Female,72.9,159.6,28.63,8.2,Sedentary,1.23,88,274,53,Maintenance,1926,1710.6,215.4000000000001
57,Female,58.1,159.5,22.84,5.6,Moderate,2.0,70,208,41,Weight Loss,1482,1754.40625,-272.40625
43,Male,78.3,172.3,26.37,7.6,Moderate,1.61,125,432,83,Muscle Gain,2971,2557.30625,413.6937499999999
55,Female,70.1,157.8,28.15,7.0,Moderate,2.59,84,270,52,Weight Loss,1889,1939.4375,-50.4375
51,Female,59.4,172.4,19.99,8.2,Moderate,2.57,71,309,56,Maintenance,2027,1946.025,80.97499999999991
26,Female,77.9,146.7,36.18,6.7,Moderate,2.62,93,405,74,Maintenance,2656,2177.55625,478.4437499999999
42,Female,62.3,167.6,22.18,6.7,Active,3.0,100,445,81,Muscle Gain,2902,2241.6375000000003,660.3624999999997
42,Female,69.7,156.7,28.37,7.8,Sedentary,2.4,112,290,59,Muscle Gain,2140,1566.45,573.55
25,Female,57.5,169.5,20.02,5.1,Sedentary,2.92,92,249,51,Muscle Gain,1818,1618.05,199.95000000000005
58,Male,58.3,175.9,18.84,6.9,Moderate,2.23,70,303,55,Maintenance,1989,2165.93125,-176.9312500000001
53,Female,57.3,149.5,25.66,6.3,Sedentary,2.13,69,215,42,Maintenance,1513,1297.65,215.3500000000001
45,Male,79.6,170.8,27.29,8.2,Moderate,2.32,95,413,75,Maintenance,2714,2547.425,166.57499999999982
38,Female,58.7,162.8,22.17,5.6,Sedentary,2.91,70,220,43,Maintenance,1551,1504.2,46.79999999999996
26,Female,64.3,160.3,25.03,7.2,Sedentary,2.05,77,241,47,Maintenance,1697,1624.65,72.35000000000014
29,Male,70.1,183.5,20.82,7.7,Moderate,3.42,112,392,75,Muscle Gain,2691,2647.20625,43.79374999999982
23,Female,53.5,153.4,22.76,6.0,Moderate,1.88,64,278,51,Maintenance,1826,1887.5125,-61.512500000000045
57,Male,77.1,174.2,25.43,7.3,Moderate,2.77,93,401,73,Maintenance,2631,2448.6125,182.38749999999985
60,Male,54.8,171.1,18.72,6.3,Moderate,2.28,66,284,52,Maintenance,1868,2049.68125,-181.6812500000001
45,Male,62.5,169.3,21.81,7.3,Active,1.93,100,446,81,Muscle Gain,2912,2523.890625,388.109375
31,Male,73.9,180.9,22.59,6.2,Sedentary,2.22,89,184,40,Weight Loss,1452,2063.55,-611.5499999999997
20,Male,92.5,168.4,32.63,5.9,Moderate,2.96,148,500,96,Muscle Gain,3453,2917.875,535.125
47,Female,66.9,162.9,25.23,7.3,Active,2.56,107,474,86,Muscle Gain,3098,2227.190625,870.8093749999998
63,Male,93.2,183.1,27.82,6.1,Moderate,2.59,112,484,88,Maintenance,3179,2737.88125,441.1187500000001
57,Female,64.3,166.4,23.23,7.2,Moderate,2.04,77,334,61,Maintenance,2193,1917.35,275.64999999999986
62,Male,79.4,165.0,29.16,7.4,Active,2.34,127,552,101,Muscle Gain,3620,2622.43125,997.56875
45,Male,79.5,174.5,26.1,7.6,Moderate,1.83,95,319,61,Weight Loss,2211,2581.71875,-370.71875
59,Male,70.3,182.6,21.09,5.9,Active,2.18,84,467,82,Maintenance,2938,2681.08125,256.9187499999998
34,Female,60.1,166.2,21.76,6.3,Moderate,2.95,72,218,43,Weight Loss,1549,2028.5625,-479.5625
23,Male,77.3,171.3,26.34,8.2,Moderate,3.27,93,401,73,Maintenance,2634,2687.11875,-53.11875000000009
31,Male,80.5,171.9,27.23,5.8,Sedentary,2.84,97,302,59,Maintenance,2125,2075.25,49.75
61,Female,71.6,164.6,26.43,8.2,Moderate,3.14,86,278,54,Weight Loss,1941,1982.0625,-41.0625
33,Female,59.7,154.8,24.9,7.2,Active,2.85,72,396,69,Maintenance,2494,2136.4125,357.5875000000001
52,Female,57.2,160.4,22.24,7.3,Sedentary,2.31,92,248,50,Muscle Gain,1810,1384.2,425.8
59,Female,71.8,161.7,27.46,8.5,Moderate,2.15,86,373,68,Maintenance,2447,1972.56875,474.4312499999999
39,Female,72.3,160.6,28.04,4.7,Sedentary,1.82,87,271,53,Maintenance,1909,1644.9,264.10000000000014
40,Male,48.0,174.3,15.79,7.7,Active,2.93,77,355,64,Muscle Gain,2305,2370.796875,-65.796875
58,Female,60.2,158.5,23.96,6.0,Sedentary,2.02,96,258,52,Muscle Gain,1889,1369.95,519.05
35,Female,72.5,150.5,32.01,7.1,Sedentary,2.25,87,272,53,Maintenance,1915,1595.55,319.45000000000005
19,Male,67.8,175.4,22.05,6.8,Moderate,2.08,109,381,73,Muscle Gain,2613,2610.5875,2.412499999999909
34,Male,69.5,179.4,21.59,4.1,Active,2.31,83,368,67,Weight Loss,2406,2848.40625,-442.40625
53,Male,93.4,178.5,29.32,6.2,Sedentary,3.14,112,257,55,Weight Loss,1967,2147.55,-180.54999999999973
49,Female,63.3,159.7,24.82,7.5,Sedentary,2.34,76,237,46,Maintenance,1670,1470.15,199.8500000000001
53,Male,78.4,181.0,23.92,7.5,Moderate,3.54,94,313,60,Weight Loss,2174,2565.6375000000003,-391.6375000000003
21,Female,60.3,159.7,23.65,7.9,Active,3.41,72,307,56,Weight Loss,2023,2303.0906250000003,-280.0906250000003
49,Male,92.7,165.8,33.71,7.2,Moderate,2.71,111,481,88,Maintenance,3160,2671.0375,488.9625000000001
38,Male,68.2,168.3,24.08,6.5,Moderate,2.95,82,261,51,Weight Loss,1827,2400.75625,-573.7562499999999
19,Male,74.4,179.8,23.03,6.6,Moderate,2.36,89,387,71,Maintenance,2539,2755.5125000000003,-216.51250000000027
44,Male,87.5,169.1,30.61,6.8,Moderate,2.34,140,476,91,Muscle Gain,3284,2661.15625,622.84375
19,Male,52.9,185.1,15.45,7.2,Sedentary,2.97,64,105,25,Weight Loss,898,1915.05,-1017.05
38,Female,70.5,152.0,30.51,8.9,Active,2.62,85,468,82,Maintenance,2946,2249.4,696.5999999999999
42,Female,58.0,167.2,20.74,6.8,Moderate,2.77,70,301,55,Maintenance,1979,1943.7,35.299999999999955
56,Female,52.0,169.0,18.22,7.2,Moderate,2.82,62,270,49,Maintenance,1774,1759.6375,14.362499999999956
57,Male,64.4,167.9,22.83,7.1,Active,2.96,77,334,61,Weight Loss,2191,2438.071875,-247.0718750000001
39,Male,61.5,171.2,20.99,6.2,Moderate,2.41,74,226,44,Weight Loss,1599,2317.25,-718.25
63,Female,58.8,150.2,26.07,6.0,Moderate,3.21,71,306,56,Maintenance,2007,1628.6625,378.3374999999999
44,Male,65.1,176.3,20.93,7.7,Sedentary,3.05,104,274,56,Muscle Gain,2018,1845.45,172.55000000000018
45,Female,53.9,174.5,17.69,9.6,Active,2.18,65,264,49,Weight Loss,1752,2145.253125,-393.2531250000002
36,Female,61.6,157.5,24.85,8.6,Sedentary,1.7,74,137,31,Weight Loss,1127,1511.25,-384.25
45,Female,66.6,171.5,22.63,5.0,Moderate,2.9,80,346,63,Maintenance,2271,2095.40625,175.59375
63,Male,76.8,177.2,24.43,7.2,Active,2.75,123,535,97,Muscle Gain,3508,2700.4875,807.5124999999998
45,Male,65.2,176.5,20.93,7.5,Active,2.01,78,433,76,Maintenance,2726,2648.0906250000003,77.90937499999973
33,Male,85.6,174.0,28.26,6.0,Active,1.38,103,474,86,Weight Loss,3078,3076.5375000000004,1.4624999999996362
24,Female,63.0,164.4,23.33,6.2,Sedentary,2.32,76,236,46,Maintenance,1664,1651.8,12.200000000000044
51,Female,58.7,162.7,22.17,6.7,Moderate,2.24,70,211,42,Weight Loss,1500,1841.20625,-341.20624999999995
60,Female,63.1,167.2,22.58,6.2,Moderate,2.59,76,234,46,Weight Loss,1652,1883.25,-231.25
56,Female,62.1,153.4,26.39,7.6,Moderate,1.99,99,354,67,Muscle Gain,2417,1765.0625,651.9375
40,Female,49.0,156.1,20.13,7.4,Moderate,2.26,78,291,55,Muscle Gain,1973,1712.16875,260.83124999999995
38,Male,83.7,161.5,32.1,8.6,Moderate,2.37,100,341,65,Weight Loss,2354,2575.13125,-221.1312499999999
61,Male,87.1,177.3,27.71,7.5,Moderate,3.17,139,474,91,Muscle Gain,3270,2602.64375,667.3562499999998
33,Male,76.2,174.2,25.11,7.5,Moderate,2.78,91,302,58,Weight Loss,2099,2620.6625,-521.6624999999999
27,Female,67.9,148.9,30.62,5.3,Moderate,3.21,82,259,50,Weight Loss,1817,2036.11875,-219.1187500000001
46,Male,71.6,158.4,28.55,8.7,Active,3.45,86,382,69,Weight Loss,2493,2554.725,-61.72499999999991
31,Female,51.3,163.1,19.3,5.4,Moderate,2.56,62,173,35,Weight Loss,1250,1885.38125,-635.3812500000001
60,Male,84.2,182.7,25.22,8.1,Sedentary,2.14,135,338,70,Muscle Gain,2523,2026.65,496.35000000000014
49,Female,66.1,162.7,24.97,7.5,Moderate,2.23,79,343,63,Maintenance,2253,1971.40625,281.59375
62,Female,61.6,166.9,22.12,7.5,Sedentary,2.33,74,137,31,Weight Loss,1127,1425.75,-298.75
61,Male,73.2,191.1,20.04,7.9,Moderate,2.04,88,380,69,Maintenance,2497,2520.88125,-23.88124999999991
45,Male,77.8,177.4,24.73,7.5,Sedentary,1.25,93,292,57,Maintenance,2054,2000.1,53.90000000000009
33,Female,67.1,169.7,23.29,6.8,Active,2.0,80,351,64,Weight Loss,2303,2424.703125,-121.703125
40,Male,69.8,156.6,28.45,9.1,Moderate,3.3,84,362,66,Maintenance,2380,2296.7125,83.28749999999991
64,Female,60.7,161.7,23.22,7.7,Moderate,2.91,73,315,58,Maintenance,2070,1761.76875,308.23125000000005
37,Male,59.3,171.3,20.22,8.0,Moderate,2.05,71,308,56,Maintenance,2023,2299.61875,-276.6187500000001
20,Female,51.6,161.3,19.83,7.0,Sedentary,2.52,62,194,38,Maintenance,1362,1515.75,-153.75
60,Female,68.5,151.8,29.77,6.1,Moderate,2.26,110,385,73,Muscle Gain,2637,1817.7625,819.2375
35,Male,56.7,178.7,17.75,7.1,Moderate,1.85,68,294,54,Maintenance,1932,2346.50625,-414.5062499999999
41,Female,58.8,169.4,20.49,6.9,Sedentary,3.0,71,221,43,Maintenance,1553,1536.9,16.100000000000136
35,Male,75.7,175.4,24.61,6.6,Sedentary,2.42,121,310,64,Muscle Gain,2300,2019.9,280.10000000000014
52,Male,61.4,172.3,20.68,7.2,Moderate,2.82,98,350,66,Muscle Gain,2393,2225.6062500000003,167.39374999999973
40,Male,61.1,164.2,22.64,8.9,Active,1.98,73,312,57,Weight Loss,2052,2487.88125,-435.8812499999999
20,Female,47.8,157.9,19.16,7.6,Moderate,2.18,76,285,54,Muscle Gain,1929,1866.00625,62.99374999999986
21,Male,85.5,170.6,29.38,7.2,Moderate,2.56,103,350,67,Weight Loss,2416,2822.9375,-406.9375
25,Female,55.9,163.1,21.03,7.4,Moderate,2.38,67,290,53,Maintenance,1907,2003.18125,-96.18125000000008
23,Male,87.3,167.1,31.28,7.4,Moderate,2.66,105,453,83,Maintenance,2977,2801.43125,175.5687499999999
38,Female,68.0,155.4,28.17,7.0,Active,2.58,109,481,87,Muscle Gain,3144,2242.93125,901.06875
21,Female,72.7,170.8,24.89,7.5,Moderate,2.26,116,405,77,Muscle Gain,2777,2369.175,407.8249999999998
50,Male,66.5,179.2,20.7,6.4,Moderate,2.66,80,345,63,Maintenance,2267,2387.0,-120.0
48,Female,55.7,159.4,21.91,7.9,Sedentary,2.31,67,209,41,Maintenance,1470,1382.7,87.29999999999995
32,Female,56.2,168.0,19.9,5.6,Moderate,1.84,67,198,39,Weight Loss,1415,2001.05,-586.05
51,Male,62.4,174.0,20.61,4.4,Sedentary,1.8,75,140,32,Weight Loss,1148,1753.8,-605.8
47,Female,47.7,152.2,20.6,5.3,Moderate,2.36,57,154,31,Weight Loss,1127,1599.9875,-472.9875
38,Female,68.4,169.3,23.85,6.2,Moderate,3.82,109,384,73,Muscle Gain,2631,2156.24375,474.7562499999999
19,Male,81.8,178.4,25.71,6.0,Sedentary,2.41,98,213,46,Weight Loss,1659,2211.6,-552.5999999999999
35,Male,72.8,175.9,23.52,7.8,Moderate,2.09,87,284,55,Weight Loss,1981,2568.93125,-587.9312500000001
30,Female,55.4,161.4,21.27,6.9,Moderate,2.52,67,288,53,Maintenance,1890,1940.2125,-50.21250000000009
21,Female,64.4,161.9,24.55,6.0,Active,3.15,103,458,83,Muscle Gain,2991,2397.534375,593.4656249999998
23,Male,70.0,182.0,21.14,7.2,Sedentary,1.84,84,263,51,Maintenance,1849,2073.0,-224.0
52,Female,46.0,156.6,18.75,8.3,Active,2.01,74,343,62,Muscle Gain,2222,1755.61875,466.3812499999999
55,Male,70.1,168.6,24.66,7.2,Moderate,3.15,84,270,52,Weight Loss,1890,2301.3625,-411.3625000000002
18,Male,70.9,179.1,22.09,6.4,Sedentary,2.05,113,294,60,Muscle Gain,2171,2092.05,78.95000000000027
62,Female,44.1,167.6,15.71,7.7,Sedentary,2.91,53,166,32,Maintenance,1165,1221.0,-56.0
64,Male,76.0,169.0,26.6,6.9,Moderate,2.71,91,395,72,Maintenance,2591,2326.9375,264.0625
44,Male,77.7,172.2,26.2,6.6,Active,2.33,93,516,90,Maintenance,3248,2825.9812500000003,422.0187499999997
40,Male,80.4,180.0,24.81,7.2,Moderate,2.84,129,442,85,Muscle Gain,3042,2687.7000000000003,354.2999999999997
47,Female,71.5,159.3,28.14,8.6,Sedentary,2.91,86,174,39,Weight Loss,1386,1577.55,-191.54999999999995
63,Female,43.6,148.8,19.7,7.1,Moderate,2.13,52,227,41,Maintenance,1487,1379.5,107.5
54,Male,72.6,170.1,25.1,6.7,Sedentary,3.04,87,272,53,Maintenance,1917,1828.95,88.04999999999995
21,Male,91.5,177.2,29.14,6.8,Active,2.8,110,608,106,Maintenance,3826,3316.3125,509.6875
46,Female,60.9,164.3,22.57,5.5,Moderate,2.4,73,316,58,Maintenance,2077,1929.55625,147.4437499999999
43,Female,54.9,150.9,24.09,8.5,Active,2.7,66,364,64,Maintenance,2294,1925.315625,368.6843749999998
20,Female,60.2,168.9,21.12,7.4,Moderate,2.69,96,345,65,Muscle Gain,2354,2164.76875,189.23124999999985
42,Male,65.6,186.7,18.82,7.3,Moderate,3.31,105,371,70,Muscle Gain,2536,2507.70625,28.293749999999815
24,Female,61.9,159.2,24.42,6.4,Moderate,2.97,74,228,45,Weight Loss,1610,2066.15,-456.1500000000001
50,Female,68.8,155.9,28.29,8.0,Moderate,2.73,83,263,51,Weight Loss,1846,1939.63125,-93.63125000000014
37,Female,74.2,166.0,26.93,6.4,Moderate,2.6,119,412,79,Muscle Gain,2831,2221.925,609.0749999999998
35,Female,57.6,168.0,20.4,7.5,Moderate,2.71,69,299,55,Maintenance,1964,1999.5,-35.5
22,Female,76.7,163.9,28.56,8.1,Moderate,2.59,92,305,59,Weight Loss,2116,2356.58125,-240.58125000000015
52,Male,66.0,167.4,23.57,7.1,Moderate,2.41,79,249,49,Weight Loss,1752,2249.4375,-497.4375
29,Male,85.1,182.2,25.63,6.5,Active,2.0,102,565,99,Maintenance,3558,3190.8187500000004,367.1812499999997
29,Male,63.8,197.1,16.42,6.9,Moderate,2.09,77,331,60,Maintenance,2174,2681.30625,-507.3062500000001
38,Female,64.4,159.9,25.18,7.2,Sedentary,2.57,103,272,56,Muscle Gain,1999,1550.85,448.1500000000001
27,Female,64.9,171.9,21.97,6.9,Moderate,1.7,78,243,48,Weight Loss,1713,2212.43125,-499.4312500000001
45,Female,57.1,157.7,22.97,6.9,Moderate,2.21,91,330,62,Muscle Gain,2248,1814.46875,433.53125
35,Female,55.3,160.6,21.41,7.9,Moderate,2.64,88,321,61,Muscle Gain,2184,1892.1625,291.83749999999986
40,Female,68.4,171.6,23.24,6.0,Sedentary,1.92,82,257,50,Maintenance,1806,1674.6,131.4000000000001
25,Female,51.8,163.1,19.49,7.3,Sedentary,2.29,62,101,24,Weight Loss,869,1501.65,-632.6499999999999
61,Male,78.9,174.3,25.99,7.2,Moderate,1.99,95,316,61,Weight Loss,2192,2446.4812500000003,-254.48125000000027
32,Female,68.7,164.0,25.56,7.2,Active,2.65,82,456,80,Maintenance,2873,2399.475,473.5250000000001
32,Male,68.0,179.0,21.21,5.8,Moderate,2.45,82,259,50,Weight Loss,1817,2547.8125,-730.8125
30,Female,59.1,160.3,23.01,8.3,Moderate,2.39,71,307,56,Maintenance,2016,1986.90625,29.09375
26,Female,62.6,167.2,22.42,7.2,Moderate,2.71,100,357,68,Muscle Gain,2436,2139.0,297.0
21,Female,66.5,154.5,27.86,6.1,Moderate,1.69,106,375,71,Muscle Gain,2568,2115.1687500000003,452.8312499999997
27,Male,83.9,184.5,24.65,6.3,Active,1.95,101,557,97,Maintenance,3505,3212.165625,292.8343749999999
21,Female,61.7,155.3,25.59,8.5,Sedentary,1.92,74,138,31,Weight Loss,1130,1585.95,-455.9500000000001
44,Female,70.4,163.3,26.41,7.6,Moderate,1.69,85,272,53,Weight Loss,1902,2082.61875,-180.6187500000001
41,Female,59.1,163.7,22.05,4.8,Moderate,2.24,95,340,64,Muscle Gain,2316,1934.59375,381.40625
30,Male,86.0,174.1,28.39,6.9,Moderate,3.06,103,447,82,Maintenance,2934,2794.84375,139.15625
38,Female,60.3,167.9,21.37,5.1,Sedentary,2.56,96,258,53,Muscle Gain,1891,1561.65,329.35000000000014
30,Male,90.7,183.4,26.96,8.1,Sedentary,2.28,109,340,66,Maintenance,2393,2289.9,103.09999999999992
49,Female,61.5,154.0,25.93,7.3,Active,2.25,74,408,71,Maintenance,2571,2020.8375,550.1624999999999
38,Female,62.6,161.3,24.05,5.2,Sedentary,2.32,75,141,32,Weight Loss,1152,1539.75,-387.75
30,Male,77.6,177.8,24.57,6.7,Moderate,2.87,93,403,74,Maintenance,2647,2700.4875,-53.48750000000018
33,Female,66.5,162.1,25.31,6.0,Moderate,2.02,80,252,49,Weight Loss,1767,2095.7937500000003,-328.7937500000003
62,Male,68.7,175.8,22.25,6.4,Sedentary,2.37,82,164,37,Weight Loss,1315,1776.9,-461.8999999999999
40,Female,56.8,153.2,24.2,9.0,Moderate,3.12,91,329,62,Muscle Gain,2237,1804.975,432.0249999999999
34,Male,70.7,175.2,23.02,7.4,Moderate,2.35,113,395,75,Muscle Gain,2710,2537.35,172.6500000000001
21,Male,74.6,192.6,20.11,5.4,Sedentary,3.18,90,280,55,Maintenance,1969,2219.7,-250.69999999999985
52,Male,73.2,174.6,24.03,6.2,Moderate,2.89,117,407,78,Muscle Gain,2797,2430.7875,366.2125000000001
39,Female,61.5,165.0,22.62,8.6,Moderate,2.81,98,351,67,Muscle Gain,2399,1999.8875,399.1125
35,Female,57.1,159.6,22.41,9.0,Moderate,2.57,91,330,62,Muscle Gain,2248,1910.375,337.625
42,Female,55.9,158.7,22.19,7.1,Sedentary,2.58,67,116,27,Weight Loss,976,1415.85,-439.8499999999999
29,Female,62.6,171.1,21.38,6.6,Moderate,3.02,75,325,59,Maintenance,2135,2153.53125,-18.53125
51,Male,68.4,176.0,22.08,5.5,Moderate,2.4,82,262,51,Weight Loss,1833,2377.7000000000003,-544.7000000000003
